Year;Month;Date;District;Municipality;Parish;incl Electric mobility;Number of CPE's with collected DC;CodDistrito;CodDistritoConcelho;CodDistritoConcelhoFreguesia
2024;3;2024-03;Porto;Vila do Conde;Árvore;Não;3021;13;1316;131602
2024;3;2024-03;Porto;Vila do Conde;Mindelo;Não;2646;13;1316;131616
2024;3;2024-03;Santarém;Alpiarça;Alpiarça;Não;3972;14;1404;140401
2024;3;2024-03;Santarém;Coruche;Couço;Não;1301;14;1409;140902
2024;3;2024-03;Santarém;Rio Maior;Rio Maior;Sim;2;14;1414;141408
2024;3;2024-03;Santarém;Rio Maior;Marmeleira e Assentiz;Não;154;14;1414;141416
2024;3;2024-03;Santarém;Rio Maior;Outeiro da Cortiçada e Arruda dos Pisões;Não;184;14;1414;141417
2024;3;2024-03;Setúbal;Alcochete;Alcochete;Não;6086;15;1502;150201
2024;3;2024-03;Setúbal;Alcochete;São Francisco;Não;1240;15;1502;150203
2024;3;2024-03;Setúbal;Moita;Gaio-Rosário e Sarilhos Pequenos;Sim;1;15;1506;150608
2024;3;2024-03;Setúbal;Palmela;Poceirão e Marateca;Não;2990;15;1508;150806
2024;3;2024-03;Viana do Castelo;Caminha;Riba de Âncora;Não;427;16;1602;160214
2024;3;2024-03;Viana do Castelo;Ponte da Barca;Vade (São Pedro);Não;61;16;1606;160623
2024;3;2024-03;Vila Real;Boticas;Ardãos e Bobadela;Não;127;17;1702;170218
2024;3;2024-03;Vila Real;Chaves;Anelhe;Não;220;17;1703;170302
2024;3;2024-03;Vila Real;Chaves;Sanfins;Não;89;17;1703;170327
2024;3;2024-03;Vila Real;Chaves;Vilarelho da Raia;Não;161;17;1703;170345
2024;3;2024-03;Vila Real;Mesão Frio;Mesão Frio (Santo André);Sim;1;17;1704;170408
2024;3;2024-03;Vila Real;Sabrosa;Gouvinhas;Não;141;17;1710;171004
2024;3;2024-03;Vila Real;Vila Pouca de Aguiar;Bragado;Não;167;17;1713;171304
2024;3;2024-03;Vila Real;Vila Pouca de Aguiar;Vreia de Bornes;Não;56;17;1713;171315
2024;3;2024-03;Vila Real;Vila Pouca de Aguiar;Vreia de Jales;Não;777;17;1713;171316
2024;3;2024-03;Vila Real;Vila Pouca de Aguiar;Pensalvos e Parada de Monteiros;Não;104;17;1713;171320
2024;3;2024-03;Vila Real;Vila Real;Mateus;Sim;1;17;1714;171415
2024;3;2024-03;Viseu;Armamar;Fontelo;Não;415;18;1801;180107
2024;3;2024-03;Viseu;Castro daire;Cabril;Não;359;18;1803;180303
2024;3;2024-03;Viseu;Castro daire;Reriz e Gafanhão;Não;225;18;1803;180327
2024;3;2024-03;Viseu;Lamego;Britiande;Não;607;18;1805;180504
2024;3;2024-03;Viseu;Mangualde;Mangualde, Mesquitela e Cunha Alta;Sim;5;18;1806;180619
2024;3;2024-03;Viseu;Moimenta da Beira;Castelo;Não;124;18;1807;180708
2024;3;2024-03;Viseu;Moimenta da Beira;Pêra Velha, Aldeia de Nacomba e Ariz;Não;185;18;1807;180722
2024;3;2024-03;Viseu;Mortágua;Mortágua, Vale de Remígio, Cortegaça e Almaça;Sim;1;18;1808;180811
2024;3;2024-03;Viseu;Oliveira de Frades;Ribeiradio;Não;556;18;1810;181007
2024;3;2024-03;Viseu;Penalva do Castelo;Ínsua;Sim;2;18;1811;181105
2024;3;2024-03;Viseu;Resende;Ovadas e Panchorra;Não;151;18;1813;181319
2024;3;2024-03;Viseu;São João da Pesqueira;Riodades;Sim;1;18;1815;181507
2024;3;2024-03;Viseu;Viseu;Bodiosa;Sim;1;18;1823;182304
2024;3;2024-03;Viseu;Viseu;Ranhados;Não;3164;18;1823;182321
2024;3;2024-03;Viseu;Vouzela;Cambra e Carvalhal de Vermilhas;Não;782;18;1824;182413
2024;4;2024-04;Aveiro;Albergaria-a-Velha;Ribeira de Fráguas;Não;591;01;0102;010206
2024;4;2024-04;Aveiro;Anadia;Sangalhos;Não;2087;01;0103;010309
2024;4;2024-04;Aveiro;Arouca;Chave;Não;52;01;0104;010407
2024;4;2024-04;Aveiro;Arouca;Covelo de Paivó e Janarde;Não;68;01;0104;010424
2024;4;2024-04;Aveiro;Estarreja;Beduído e Veiros;Sim;1;01;0108;010808
2024;4;2024-04;Aveiro;Santa Maria da Feira;São Paio de Oleiros;Não;845;01;0109;010918
2024;4;2024-04;Aveiro;Mealhada;Casal Comba;Não;1727;01;0111;011103
2024;4;2024-04;Aveiro;Ovar;Maceda;Não;1425;01;0115;011504
2024;4;2024-04;Aveiro;Vagos;Ouca;Não;930;01;0118;011805
2024;4;2024-04;Aveiro;Vale de Cambra;Arões;Não;200;01;0119;011901
2024;4;2024-04;Beja;Castro Verde;Entradas;Não;439;02;0206;020603
2024;4;2024-04;Beja;Odemira;São Martinho das Amoreiras;Não;199;02;0211;021107
2024;4;2024-04;Braga;Amares;Vilela, Seramil e Paredes Secas;Não;305;03;0301;030129
2024;4;2024-04;Braga;Barcelos;Abade de Neiva;Não;732;03;0302;030201
2024;4;2024-04;Braga;Barcelos;Cambeses;Não;460;03;0302;030216
2024;4;2024-04;Braga;Barcelos;Carvalhal;Não;547;03;0302;030220
2024;4;2024-04;Braga;Barcelos;Silva;Não;311;03;0302;030279
2024;4;2024-04;Braga;Barcelos;Silveiros e Rio Covo (Santa Eulália);Não;155;03;0302;0302FE
2024;4;2024-04;Braga;Barcelos;Tamel (Santa Leocádia) e Vilar do Monte;Não;302;03;0302;0302FF
2024;4;2024-04;Braga;Braga;Tadim;Não;328;03;0303;030356
2024;4;2024-04;Braga;Braga;Merelim (São Pedro) e Frossos;Não;972;03;0303;030375
2024;4;2024-04;Braga;Braga;Nogueira, Fraião e Lamaçães;Não;4701;03;0303;030377
2024;4;2024-04;Braga;Fafe;Fafe;Não;8612;03;0307;030709
2024;4;2024-04;Braga;Fafe;Ardegão, Arnozela e Seidões;Não;36;03;0307;030740
2024;4;2024-04;Braga;Guimarães;Serzedo e Calvos;Não;854;03;0308;030889
2024;4;2024-04;Braga;Póvoa de Lanhoso;Lanhoso;Não;392;03;0309;030915
2024;4;2024-04;Braga;Póvoa de Lanhoso;Fonte Arcada e Oliveira;Não;903;03;0309;030934
2024;4;2024-04;Braga;Vieira do Minho;Tabuaças;Não;483;03;0311;031118
2024;4;2024-04;Braga;Vila Nova de Famalicão;Fradelos;Não;1358;03;0312;031215
2024;4;2024-04;Braga;Vila Nova de Famalicão;Mogege;Não;765;03;0312;031225
2024;4;2024-04;Braga;Vila Nova de Famalicão;Vale (São Martinho);Não;763;03;0312;031241
2024;4;2024-04;Braga;Vila Nova de Famalicão;Esmeriz e Cabeçudos;Não;1189;03;0312;031254
2024;4;2024-04;Braga;Vila Nova de Famalicão;Vila Nova de Famalicão e Calendário;Não;11046;03;0312;031260
2024;4;2024-04;Braga;Vila Verde;Carreiras (São Miguel) e Carreiras (Santiago);Não;187;03;0313;031361
2024;4;2024-04;Bragança;Alfândega da Fé;Alfândega da Fé;Não;1193;04;0401;040102
2024;4;2024-04;Bragança;Alfândega da Fé;Agrobom, Saldonha e Vale Pereiro;Não;236;04;0401;040121
2024;4;2024-04;Bragança;Alfândega da Fé;Ferradosa e Sendim da Serra;Não;191;04;0401;040123
2024;4;2024-04;Bragança;Bragança;Coelhoso;Não;311;04;0402;040210
2024;4;2024-04;Bragança;Macedo de Cavaleiros;Lamas;Não;167;04;0405;040518
2024;4;2024-04;Bragança;Miranda do douro;Miranda do Douro;Não;1508;04;0406;040608
2024;4;2024-04;Bragança;Mirandela;Abambres;Não;227;04;0407;040701
2024;4;2024-04;Bragança;Mirandela;Alvites;Não;182;04;0407;040704
2024;4;2024-04;Bragança;Mirandela;Avidagos, Navalho e Pereira;Não;134;04;0407;040739
2024;4;2024-04;Bragança;Mogadouro;Brunhozinho, Castanheira e Sanhoane;Não;86;04;0408;040829
2024;4;2024-04;Bragança;Mogadouro;Remondes e Soutelo;Não;141;04;0408;040831
2024;4;2024-04;Bragança;Torre de Moncorvo;Larinho;Não;116;04;0409;040910
2024;4;2024-04;Castelo Branco;Covilhã;Cortes do Meio;Não;390;05;0503;050308
2024;4;2024-04;Castelo Branco;Fundão;Barroca;Não;496;05;0504;050408
2024;4;2024-04;Castelo Branco;Proença-a-Nova;São Pedro do Esteval;Não;343;05;0508;050805
2024;4;2024-04;Coimbra;Coimbra;Sé Nova, Santa Cruz, Almedina e São Bartolomeu;Sim;5;06;0603;060334
2024;4;2024-04;Coimbra;Figueira da Foz;Maiorca;Não;540;06;0605;060507
2024;4;2024-04;Coimbra;Figueira da Foz;Marinha das Ondas;Não;684;06;0605;060508
2024;4;2024-04;Coimbra;Pampilhosa da Serra;Pampilhosa da Serra;Não;1417;06;0612;061206
2024;4;2024-04;Évora;Estremoz;São Bento do Cortiço e Santo Estêvão;Não;385;07;0704;070415
2024;4;2024-04;Évora;Montemor-o-Novo;São Cristóvão;Não;417;07;0706;070606
2024;4;2024-04;Évora;Montemor-o-Novo;Ciborro;Não;447;07;0706;070607
2024;4;2024-04;Évora;Montemor-o-Novo;Cortiçadas de Lavre e Lavre;Não;879;07;0706;070611
2024;4;2024-04;Évora;Vila Viçosa;Nossa Senhora da Conceição e São Bartolomeu;Não;2851;07;0714;071406
2024;4;2024-04;Faro;Olhão;Olhão;Não;7730;08;0810;081003
2024;4;2024-04;Guarda;Aguiar da Beira;Cortiçada;Não;330;09;0901;090103
2024;4;2024-04;Guarda;Aguiar da Beira;Pena Verde;Não;526;09;0901;090109
2024;4;2024-04;Guarda;Aguiar da Beira;Souto de Aguiar da Beira e Valverde;Não;430;09;0901;090116
2024;4;2024-04;Guarda;Gouveia;Rio Torto e Lagarinhos;Não;603;09;0906;090628
2024;4;2024-04;Guarda;Mêda;Marialva;Não;247;09;0909;090908
2024;4;2024-04;Guarda;Pinhel;Lameiras;Não;29;09;0910;091013
2024;4;2024-04;Guarda;Sabugal;Pousafoles do Bispo, Pena Lobo e Lomba;Não;159;09;0911;091143
2024;4;2024-04;Guarda;Trancoso;Fiães;Não;153;09;0913;091307
2024;4;2024-04;Leiria;Alcobaça;Évora de Alcobaça;Não;2284;10;1001;100108
2024;4;2024-04;Leiria;Caldas da Rainha;A dos Francos;Não;929;10;1006;100601
2024;4;2024-04;Leiria;Caldas da Rainha;Vidais;Não;647;10;1006;100615
2024;4;2024-04;Leiria;Leiria;Arrabal;Não;1189;10;1009;100902
2024;4;2024-04;Leiria;Leiria;Monte Redondo e Carreira;Sim;1;10;1009;100936
2024;4;2024-04;Leiria;Leiria;Santa Eufémia e Boa Vista;Não;2064;10;1009;100939
2024;4;2024-04;Lisboa;Alenquer;Vila Verde dos Francos;Não;449;11;1101;110114
2024;4;2024-04;Lisboa;Cascais;São Domingos de Rana;Não;20569;11;1105;110506
2024;4;2024-04;Lisboa;Lisboa;Ajuda;Não;7552;11;1106;110601
2024;4;2024-04;Lisboa;Lisboa;Parque das Nações;Não;10545;11;1106;110662
2024;4;2024-04;Lisboa;Loures;Sacavém e Prior Velho;Não;10746;11;1107;110727
2024;4;2024-04;Lisboa;Mafra;Milharado;Não;2009;11;1109;110911
2024;4;2024-04;Lisboa;Sintra;Casal de Cambra;Não;4272;11;1111;111115
2024;4;2024-04;Lisboa;Torres Vedras;Carvoeira e Carmões;Não;1329;11;1113;111323
2024;4;2024-04;Lisboa;Torres Vedras;Carvoeira e Carmões;Sim;1;11;1113;111323
2024;4;2024-04;Portalegre;Campo Maior;Nossa Senhora da Graça dos Degolados;Não;373;12;1204;120402
2024;4;2024-04;Portalegre;Fronteira;Cabeço de Vide;Não;843;12;1208;120801
2024;4;2024-04;Porto;Felgueiras;Refontoura;Não;480;13;1303;130317
2024;4;2024-04;Porto;Gondomar;Fânzeres e São Pedro da Cova;Não;6280;13;1304;130413
2024;4;2024-04;Porto;Maia;Castêlo da Maia;Sim;6;13;1306;130618
2024;4;2024-04;Porto;Marco de Canaveses;Várzea, Aliviada e Folhada;Não;242;13;1307;130740
2024;4;2024-04;Porto;Paços de Ferreira;Freamunde;Sim;1;13;1309;130908
2024;4;2024-04;Porto;Paredes;Gandra;Sim;1;13;1310;131011
2024;4;2024-04;Porto;Paredes;Vandoma;Não;897;13;1310;131022
2024;4;2024-04;Porto;Penafiel;Eja;Não;163;13;1311;131110
2024;4;2024-04;Porto;Póvoa de Varzim;AVer-o-Mar, Amorim e Terroso;Sim;1;13;1313;131313
2024;4;2024-04;Porto;Santo Tirso;Agrela;Não;267;13;1314;131401
2024;4;2024-04;Porto;Vila do Conde;Guilhabreu;Não;663;13;1316;131611
2024;4;2024-04;Porto;Vila do Conde;Macieira da Maia;Não;728;13;1316;131614
2024;4;2024-04;Porto;Vila Nova de Gaia;Santa Marinha e São Pedro da Afurada;Não;19066;13;1317;131730
2024;4;2024-04;Porto;Trofa;Bougado (São Martinho e Santiago);Não;9647;13;1318;131810
2024;4;2024-04;Santarém;Cartaxo;Vale da Pedra;Não;675;14;1406;140608
2024;4;2024-04;Santarém;Coruche;Coruche, Fajarda e Erra;Não;5641;14;1409;140909
2024;4;2024-04;Santarém;Santarém;Abrã;Não;411;14;1416;141602
2024;4;2024-04;Santarém;Torres Novas;Olaia e Paço;Não;483;14;1419;141919
2024;4;2024-04;Setúbal;Alcácer do Sal;Torrão;Não;1412;15;1501;150104
2024;4;2024-04;Setúbal;Almada;Almada, Cova da Piedade, Pragal e Cacilhas;Sim;8;15;1503;150312
2024;4;2024-04;Setúbal;Moita;Alhos Vedros;Sim;1;15;1506;150601
2024;4;2024-04;Setúbal;Santiago do Cacém;Santo André;Não;4002;15;1509;150907
2024;4;2024-04;Setúbal;Santiago do Cacém;São Francisco da Serra;Não;407;15;1509;150910
2024;4;2024-04;Viana do Castelo;Arcos de Valdevez;Cabana Maior;Não;245;16;1601;160105
2024;4;2024-04;Viana do Castelo;Caminha;Vile;Não;130;16;1602;160220
2024;4;2024-04;Viana do Castelo;Melgaço;Cousso;Não;112;16;1603;160304
2024;4;2024-04;Viana do Castelo;Monção;Portela;Não;166;16;1604;160423
2024;4;2024-04;Viana do Castelo;Paredes de Coura;Parada;Não;7;16;1605;160515
2024;4;2024-04;Viana do Castelo;Ponte da Barca;Oleiros;Não;264;16;1606;160614
2024;4;2024-04;Viana do Castelo;Ponte da Barca;Ponte da Barca, V. N. Muía, Paço Vedro Magalhães;Sim;1;16;1606;160628
2024;4;2024-04;Viana do Castelo;Ponte de Lima;Rebordões (Souto);Não;543;16;1607;160747
2024;4;2024-04;Viana do Castelo;Valença;Fontoura;Não;205;16;1608;160805
2024;4;2024-04;Viana do Castelo;Valença;Valença, Cristelo Covo e Arão;Não;3372;16;1608;160820
2024;4;2024-04;Viana do Castelo;Viana do Castelo;São Romão de Neiva;Não;583;16;1609;160923
2024;4;2024-04;Vila Real;Alijó;Vila Verde;Não;134;17;1701;170117
2024;4;2024-04;Vila Real;Chaves;São Vicente;Não;88;17;1703;170334
2024;4;2024-04;Vila Real;Chaves;Santa Cruz/Trindade e Sanjurge;Não;2047;17;1703;170358
2024;4;2024-04;Vila Real;Mesão Frio;Barqueiros;Não;330;17;1704;170401
2024;4;2024-04;Vila Real;Mondim de Basto;São Cristóvão de Mondim de Basto;Sim;1;17;1705;170505
2024;4;2024-04;Vila Real;Peso da Régua;Sedielos;Não;449;17;1708;170809
2024;4;2024-04;Vila Real;Peso da Régua;Moura Morta e Vinhós;Não;222;17;1708;170814
2024;4;2024-04;Vila Real;Vila Real;Borbela e Lamas de Olo;Não;1240;17;1714;171432
2024;4;2024-04;Viseu;Castro daire;Reriz e Gafanhão;Não;229;18;1803;180327
2024;4;2024-04;Viseu;Cinfães;Nespereira;Não;525;18;1804;180409
2024;4;2024-04;Viseu;Lamego;Parada do Bispo e Valdigem;Não;488;18;1805;180528
2024;4;2024-04;Viseu;Mangualde;Freixiosa;Não;162;18;1806;180608
2024;4;2024-04;Viseu;Mortágua;Pala;Não;517;18;1808;180807
2024;4;2024-04;Viseu;Penalva do Castelo;Sezures;Não;534;18;1811;181111
2024;4;2024-04;Viseu;Resende;Barrô;Não;426;18;1813;181302
2024;4;2024-04;Viseu;Santa Comba Dão;Ovoa e Vimieiro;Não;814;18;1814;181410
2024;4;2024-04;Viseu;São João da Pesqueira;Castanheiro do Sul;Não;279;18;1815;181501
2024;4;2024-04;Viseu;Sátão;Mioma;Não;564;18;1817;181706
2024;4;2024-04;Viseu;Tarouca;Mondim da Beira;Não;433;18;1820;182004
2024;4;2024-04;Viseu;Tondela;Molelos;Não;899;18;1821;182111
2024;4;2024-04;Viseu;Tondela;Santiago de Besteiros;Não;208;18;1821;182118
2024;4;2024-04;Viseu;Tondela;Tondela e Nandufe;Não;3371;18;1821;182132
2024;4;2024-04;Viseu;Viseu;Abraveses;Sim;1;18;1823;182301
2024;4;2024-04;Viseu;Viseu;Lordosa;Não;988;18;1823;182316
2024;4;2024-04;Viseu;Viseu;Fail e Vila Chã de Sá;Não;791;18;1823;182338
2024;4;2024-04;Viseu;Viseu;Viseu;Sim;12;18;1823;182341
2024;4;2024-04;Viseu;Vouzela;Vouzela e Paços de Vilharigues;Sim;1;18;1824;182415
2024;1;2024-01;Viseu;Oliveira de Frades;São João da Serra;Não;231;18;1810;181008
2024;1;2024-01;Viseu;São Pedro do Sul;Carvalhais e Candal;Não;294;18;1816;181620
2024;1;2024-01;Viseu;Tabuaço;Desejosa;Não;103;18;1819;181905
2024;1;2024-01;Viseu;Tondela;Campo de Besteiros;Não;478;18;1821;182102
2024;1;2024-01;Viseu;Tondela;Castelões;Não;267;18;1821;182105
2024;1;2024-01;Viseu;Tondela;Guardão;Não;236;18;1821;182108
2024;1;2024-01;Viseu;Viseu;Lordosa;Não;832;18;1823;182316
2024;1;2024-01;Viseu;Viseu;Ribafeita;Não;300;18;1823;182322
2024;1;2024-01;Viseu;Viseu;São Cipriano e Vil de Souto;Não;418;18;1823;182340
2024;2;2024-02;Aveiro;Albergaria-a-Velha;Branca;Não;2044;01;0102;010204
2024;2;2024-02;Aveiro;Arouca;Rossas;Não;232;01;0104;010415
2024;2;2024-02;Aveiro;Arouca;Arouca e Burgo;Sim;1;01;0104;010421
2024;2;2024-02;Aveiro;Aveiro;São Bernardo;Sim;1;01;0105;010510
2024;2;2024-02;Aveiro;Santa Maria da Feira;São Miguel de Souto e Mosteirô;Sim;4;01;0109;010936
2024;2;2024-02;Aveiro;Ílhavo;Gafanha da Encarnação;Sim;1;01;0110;011005
2024;2;2024-02;Aveiro;Mealhada;Pampilhosa;Não;1910;01;0111;011106
2024;2;2024-02;Aveiro;Oliveira de Azeméis;O. Azeméis, Riba-Ul, Ul, Macinhata da Seixa, Madail;Sim;1;01;0113;011321
2024;2;2024-02;Aveiro;Oliveira do Bairro;Bustos, Troviscal e Mamarrosa;Não;3494;01;0114;011407
2024;2;2024-02;Aveiro;São João da Madeira;São João da Madeira;Sim;2;01;0116;011601
2024;2;2024-02;Beja;Aljustrel;Aljustrel e Rio de Moinhos;Sim;1;02;0201;020106
2024;2;2024-02;Beja;Mértola;Mértola;Não;2206;02;0209;020904
2024;2;2024-02;Beja;Ourique;Panoias e Conceição;Não;473;02;0212;021208
2024;2;2024-02;Beja;Serpa;Brinches;Não;364;02;0213;021302
2024;2;2024-02;Braga;Amares;Bouro (Santa Maria);Não;463;03;0301;030119
2024;2;2024-02;Braga;Amares;Amares e Figueiredo;Sim;1;03;0301;030125
2024;2;2024-02;Braga;Amares;Vilela, Seramil e Paredes Secas;Não;245;03;0301;030129
2024;2;2024-02;Braga;Barcelos;Abade de Neiva;Não;865;03;0302;030201
2024;2;2024-02;Braga;Barcelos;Pousa;Não;392;03;0302;030261
2024;2;2024-02;Braga;Barcelos;Areias de Vilar e Encourados;Não;320;03;0302;030292
2024;2;2024-02;Braga;Barcelos;Barcelos, V. Boa, V. Frescainha;Sim;3;03;0302;030293
2024;2;2024-02;Braga;Braga;Lomar e Arcos;Não;2475;03;0303;030373
2024;2;2024-02;Braga;Fafe;Silvares (São Martinho);Não;364;03;0307;030729
2024;2;2024-02;Braga;Fafe;Antime e Silvares (São Clemente);Não;143;03;0307;030739
2024;2;2024-02;Braga;Guimarães;Pinheiro;Não;121;03;0308;030836
2024;2;2024-02;Braga;Guimarães;Sande (São Martinho);Não;1053;03;0308;030858
2024;2;2024-02;Braga;Póvoa de Lanhoso;Santo Emilião;Não;359;03;0309;030922
2024;2;2024-02;Braga;Terras de Bouro;Covide;Não;220;03;0310;031008
2024;2;2024-02;Braga;Vieira do Minho;Louredo;Não;85;03;0311;031109
2024;2;2024-02;Braga;Vila Nova de Famalicão;Delães;Não;1729;03;0312;031213
2024;2;2024-02;Braga;Vila Verde;Lage;Não;1039;03;0313;031323
2024;2;2024-02;Braga;Vila Verde;Loureira;Não;383;03;0313;031325
2024;2;2024-02;Bragança;Bragança;Gostei;Não;379;04;0402;040218
2024;2;2024-02;Bragança;Bragança;Parâmio;Não;50;04;0402;040229
2024;2;2024-02;Bragança;Carrazeda de Ansiães;Amedo e Zedes;Não;365;04;0403;040320
2024;2;2024-02;Bragança;Carrazeda de Ansiães;Castanheiro do Norte e Ribalonga;Não;485;04;0403;040322
2024;2;2024-02;Bragança;Macedo de Cavaleiros;Vale Benfeito;Não;142;04;0405;040532
2024;2;2024-02;Bragança;Macedo de Cavaleiros;Ala e Vilarinho do Monte;Não;202;04;0405;040539
2024;2;2024-02;Bragança;Mirandela;Vale de Salgueiro;Não;170;04;0407;040733
2024;2;2024-02;Bragança;Mogadouro;Brunhozinho, Castanheira e Sanhoane;Não;24;04;0408;040829
2024;2;2024-02;Bragança;Torre de Moncorvo;Torre de Moncorvo;Não;1535;04;0409;040916
2024;2;2024-02;Bragança;Vinhais;Edral;Não;86;04;0412;041206
2024;2;2024-02;Bragança;Vinhais;Paçó;Não;123;04;0412;041215
2024;2;2024-02;Castelo Branco;Covilhã;Casegas e Ourondo;Não;342;05;0503;050334
2024;2;2024-02;Castelo Branco;Oleiros;Orvalho;Não;372;05;0506;050609
2024;2;2024-02;Castelo Branco;Proença-a-Nova;Montes da Senhora;Não;806;05;0508;050802
2024;2;2024-02;Castelo Branco;Sertã;Várzea dos Cavaleiros;Não;505;05;0509;050914
2024;2;2024-02;Castelo Branco;Vila de Rei;São João do Peso;Não;121;05;0510;051002
2024;2;2024-02;Coimbra;Cantanhede;Cadima;Não;1315;06;0602;060203
2024;2;2024-02;Coimbra;Figueira da Foz;Marinha das Ondas;Não;441;06;0605;060508
2024;2;2024-02;Coimbra;Figueira da Foz;Moinhos da Gândara;Não;257;06;0605;060518
2024;2;2024-02;Coimbra;Pampilhosa da Serra;Unhais-o-Velho;Não;307;06;0612;061209
2024;2;2024-02;Coimbra;Penacova;Friúmes e Paradela;Não;193;06;0613;061312
2024;2;2024-02;Coimbra;Penela;Podentes;Não;231;06;0614;061403
2024;2;2024-02;Évora;Estremoz;Estremoz (Santa Maria e Santo André);Não;4478;07;0704;070414
2024;2;2024-02;Évora;Évora;São Manços e São Vicente do Pigeiro;Não;558;07;0705;070526
2024;2;2024-02;Évora;Vila Viçosa;Nossa Senhora da Conceição e São Bartolomeu;Sim;1;07;0714;071406
2024;2;2024-02;Faro;Loulé;Almancil;Não;10142;08;0808;080801
2024;2;2024-02;Faro;Loulé;Boliqueime;Não;1678;08;0808;080804
2024;2;2024-02;Faro;Portimão;Portimão;Não;36215;08;0811;081103
2024;2;2024-02;Faro;Vila Real de Santo António;Vila Nova de Cacela;Sim;2;08;0816;081601
2024;2;2024-02;Guarda;Celorico da Beira;Lajeosa do Mondego;Não;347;09;0903;090307
2024;2;2024-02;Guarda;Guarda;Marmeleiro;Não;164;09;0907;090724
2024;2;2024-02;Guarda;Guarda;Porto da Carne;Sim;1;09;0907;090732
2024;2;2024-02;Guarda;Mêda;Aveloso;Não;134;09;0909;090901
2024;2;2024-02;Guarda;Mêda;Poço do Canto;Não;351;09;0909;090912
2024;2;2024-02;Guarda;Pinhel;Souro Pires;Não;93;09;0910;091024
2024;2;2024-02;Guarda;Sabugal;Rebolosa;Não;82;09;0911;091126
2024;2;2024-02;Guarda;Trancoso;Granja;Não;77;09;0913;091309
2024;2;2024-02;Guarda;Vila Nova de Foz Côa;Numão;Não;42;09;0914;091411
2024;2;2024-02;Leiria;Batalha;São Mamede;Não;2025;10;1004;100403
2024;2;2024-02;Leiria;Caldas da Rainha;Caldas da Rainha - Santo Onofre e Serra do Bouro;Não;7691;10;1006;100618
2024;2;2024-02;Leiria;Nazaré;Nazaré;Não;10227;10;1011;101102
2024;2;2024-02;Leiria;Óbidos;Usseira;Não;499;10;1012;101209
2024;2;2024-02;Lisboa;Alenquer;Alenquer (Santo Estêvão e Triana);Sim;2;11;1101;110119
2024;2;2024-02;Lisboa;Cadaval;Vermelha;Não;610;11;1104;110409
2024;2;2024-02;Lisboa;Loures;Loures;Sim;14;11;1107;110707
2024;2;2024-02;Lisboa;Loures;Santo António dos Cavaleiros e Frielas;Não;9002;11;1107;110730
2024;2;2024-02;Lisboa;Mafra;Igreja Nova e Cheleiros;Não;744;11;1109;110920
2024;2;2024-02;Lisboa;Mafra;Venda do Pinheiro e Santo Estêvão das Galés;Não;3841;11;1109;110922
2024;2;2024-02;Lisboa;Sobral de Monte Agraço;Sobral de Monte Agraço;Não;1901;11;1112;111203
2024;2;2024-02;Lisboa;Vila Franca de Xira;Alhandra, São João dos Montes e Calhandriz;Sim;1;11;1114;111412
2024;2;2024-02;Lisboa;Amadora;Mina de Água;Não;14940;11;1115;111516
2024;2;2024-02;Lisboa;Amadora;Venteira;Não;10053;11;1115;111517
2024;2;2024-02;Portalegre;Nisa;Santana;Não;280;12;1212;121207
2024;2;2024-02;Portalegre;Sousel;Sousel;Sim;1;12;1215;121504
2024;2;2024-02;Porto;Felgueiras;Jugueiros;Não;102;13;1303;130307
2024;2;2024-02;Porto;Lousada;Sousela;Não;360;13;1305;130524
2024;2;2024-02;Porto;Maia;Folgosa;Não;1212;13;1306;130603
2024;2;2024-02;Porto;Marco de Canaveses;Várzea, Aliviada e Folhada;Não;140;13;1307;130740
2024;2;2024-02;Porto;Paredes;Baltar;Sim;1;13;1310;131003
2024;2;2024-02;Porto;Penafiel;Irivo;Não;424;13;1311;131115
2024;2;2024-02;Porto;Póvoa de Varzim;Aguçadoura e Navais;Não;2395;13;1313;131314
2024;2;2024-02;Porto;Vila do Conde;Vila do Conde;Não;15694;13;1316;131628
2024;2;2024-02;Porto;Vila Nova de Gaia;Gulpilhares e Valadares;Sim;10;13;1317;131726
2024;2;2024-02;Santarém;Cartaxo;Vale da Pedra;Não;608;14;1406;140608
2024;2;2024-02;Santarém;Santarém;União das freguesias da cidade de Santarém;Não;16085;14;1416;141633
2024;2;2024-02;Santarém;Tomar;São João Baptista e Santa Maria dos Olivais;Não;8827;14;1418;141821
2024;2;2024-02;Santarém;Torres Novas;Meia Via;Não;602;14;1419;141917
2024;2;2024-02;Santarém;Ourém;Gondemaria e Olival;Não;1884;14;1421;142120
2024;2;2024-02;Setúbal;Barreiro;Santo António da Charneca;Não;5110;15;1504;150407
2024;2;2024-02;Setúbal;Grândola;Grândola e Santa Margarida da Serra;Sim;2;15;1505;150506
2024;2;2024-02;Setúbal;Sesimbra;Quinta do Conde;Não;12270;15;1511;151103
2024;2;2024-02;Viana do Castelo;Arcos de Valdevez;Aboim das Choças;Não;201;16;1601;160101
2024;2;2024-02;Viana do Castelo;Arcos de Valdevez;Cendufe;Não;133;16;1601;160108
2024;2;2024-02;Viana do Castelo;Melgaço;Paderne;Não;624;16;1603;160311
2024;2;2024-02;Viana do Castelo;Paredes de Coura;Formariz e Ferreira;Não;618;16;1605;160524
2024;2;2024-02;Viana do Castelo;Paredes de Coura;Paredes de Coura e Resende;Sim;1;16;1605;160526
