Year;Month;Date;District;Municipality;Parish;incl Electric mobility;Number of CPE's with collected DC;CodDistrito;CodDistritoConcelho;CodDistritoConcelhoFreguesia
2024;1;2024-01;Coimbra;Figueira da Foz;Moinhos da Gândara;Não;254;06;0605;060518
2024;1;2024-01;Coimbra;Figueira da Foz;Ferreira-a-Nova;Não;330;06;0605;060521
2024;1;2024-01;Coimbra;Figueira da Foz;Lavos;Não;848;06;0605;060522
2024;1;2024-01;Coimbra;Góis;Vila Nova do Ceira;Não;432;06;0606;060605
2024;1;2024-01;Coimbra;Penela;São Miguel, Santa Eufémia e Rabaçal;Sim;1;06;0614;061407
2024;1;2024-01;Coimbra;Soure;Samuel;Não;141;06;0615;061508
2024;1;2024-01;Coimbra;Tábua;Midões;Não;664;06;0616;061608
2024;1;2024-01;Coimbra;Vila Nova de Poiares;Poiares (Santo André);Sim;1;06;0617;061703
2024;1;2024-01;Évora;Arraiolos;Gafanhoeira (São Pedro) e Sabugueiro;Não;120;07;0702;070208
2024;1;2024-01;Évora;Évora;Canaviais;Não;359;07;0705;070515
2024;1;2024-01;Évora;Portel;Santana;Não;265;07;0709;070906
2024;1;2024-01;Évora;Reguengos de Monsaraz;Reguengos de Monsaraz;Sim;3;07;0711;071104
2024;1;2024-01;Évora;Vendas Novas;Vendas Novas;Não;5502;07;0712;071201
2024;1;2024-01;Faro;Loulé;Quarteira;Sim;6;08;0808;080805
2024;1;2024-01;Faro;Loulé;Loulé (São Sebastião);Não;3895;08;0808;080809
2024;1;2024-01;Faro;São Brás de Alportel;São Brás de Alportel;Sim;1;08;0812;081201
2024;1;2024-01;Faro;Silves;Armação de Pêra;Não;8921;08;0813;081303
2024;1;2024-01;Faro;Silves;Armação de Pêra;Sim;1;08;0813;081303
2024;1;2024-01;Faro;Tavira;Tavira (Santa Maria e Santiago);Sim;2;08;0814;081412
2024;1;2024-01;Guarda;Aguiar da Beira;Cortiçada;Não;331;09;0901;090103
2024;1;2024-01;Guarda;Aguiar da Beira;Aguiar da Beira e Coruche;Sim;1;09;0901;090114
2024;1;2024-01;Guarda;Celorico da Beira;Baraçal;Não;158;09;0903;090302
2024;1;2024-01;Guarda;Gouveia;Figueiró da Serra e Freixo da Serra;Não;303;09;0906;090624
2024;1;2024-01;Guarda;Guarda;Pega;Não;186;09;0907;090729
2024;1;2024-01;Guarda;Guarda;Corujeira e Trinta;Não;124;09;0907;090762
2024;1;2024-01;Guarda;Mêda;Aveloso;Não;132;09;0909;090901
2024;1;2024-01;Guarda;Pinhel;Manigoto;Não;54;09;0910;091014
2024;1;2024-01;Guarda;Sabugal;Quadrazais;Não;391;09;0911;091123
2024;1;2024-01;Guarda;Sabugal;Santo Estêvão e Moita;Não;91;09;0911;091146
2024;1;2024-01;Guarda;Seia;Seia, São Romão e Lapa dos Dinheiros;Sim;1;09;0912;091233
2024;1;2024-01;Guarda;Trancoso;Trancoso (São Pedro e Santa Maria) e Souto Maior;Sim;1;09;0913;091332
2024;1;2024-01;Guarda;Vila Nova de Foz Côa;Muxagata;Não;76;09;0914;091410
2024;1;2024-01;Leiria;Bombarral;Bombarral e Vale Covo;Não;3664;10;1005;100506
2024;1;2024-01;Leiria;Caldas da Rainha;Caldas da Rainha - Santo Onofre e Serra do Bouro;Sim;2;10;1006;100618
2024;1;2024-01;Leiria;Leiria;Regueira de Pontes;Não;1020;10;1009;100921
2024;1;2024-01;Leiria;Pombal;Pombal;Sim;1;10;1015;101509
2024;1;2024-01;Leiria;Porto de Mós;Juncal;Não;1600;10;1016;101606
2024;1;2024-01;Lisboa;Alenquer;Ventosa;Não;1013;11;1101;110113
2024;1;2024-01;Lisboa;Azambuja;Aveiras de Baixo;Não;621;11;1103;110302
2024;1;2024-01;Lisboa;Cascais;Alcabideche;Sim;22;11;1105;110501
2024;1;2024-01;Lisboa;Lisboa;Alcântara;Sim;7;11;1106;110602
2024;1;2024-01;Lisboa;Lourinhã;Lourinhã e Atalaia;Sim;4;11;1108;110812
2024;1;2024-01;Lisboa;Oeiras;Oeiras e S. Julião da Barra, Paço de Arcos e Caxias;Não;25651;11;1110;111014
2024;1;2024-01;Lisboa;Sintra;Casal de Cambra;Não;4569;11;1111;111115
2024;1;2024-01;Lisboa;Torres Vedras;São Pedro da Cadeira;Não;937;11;1113;111314
2024;1;2024-01;Lisboa;Odivelas;Odivelas;Sim;12;11;1116;111603
2024;1;2024-01;Portalegre;Arronches;Mosteiros;Não;176;12;1202;120203
2024;1;2024-01;Portalegre;Crato;Gáfete;Não;627;12;1206;120604
2024;1;2024-01;Portalegre;Nisa;Santana;Não;277;12;1212;121207
2024;1;2024-01;Portalegre;Ponte de Sor;Montargil;Não;1024;12;1213;121302
2024;1;2024-01;Portalegre;Ponte de Sor;Foros de Arrão;Não;514;12;1213;121304
2024;1;2024-01;Porto;Baião;Baião (Santa Leocádia) e Mesquinhata;Não;440;13;1302;130222
2024;1;2024-01;Porto;Felgueiras;Friande;Não;408;13;1303;130305
2024;1;2024-01;Porto;Felgueiras;Vila Fria e Vizela (São Jorge);Não;59;13;1303;130340
2024;1;2024-01;Porto;Gondomar;Rio Tinto;Não;17236;13;1304;130408
2024;1;2024-01;Porto;Lousada;Cristelos, Boim e Ordem;Sim;1;13;1305;130528
2024;1;2024-01;Porto;Marco de Canaveses;Penha Longa e Paços de Gaiolo;Não;270;13;1307;130738
2024;1;2024-01;Porto;Paços de Ferreira;Seroa;Não;680;13;1309;130916
2024;1;2024-01;Porto;Paços de Ferreira;Sanfins Lamoso Codessos;Não;944;13;1309;130919
2024;1;2024-01;Porto;Paredes;Vilela;Não;1454;13;1310;131024
2024;1;2024-01;Porto;Penafiel;Cabeça Santa;Não;366;13;1311;131104
2024;1;2024-01;Porto;Póvoa de Varzim;Estela;Não;1042;13;1313;131307
2024;1;2024-01;Porto;Santo Tirso;Areias, Sequeiró, Lama e Palmeira;Não;2137;13;1314;131433
2024;1;2024-01;Porto;Santo Tirso;Vila Nova do Campo;Não;1174;13;1314;131434
2024;1;2024-01;Santarém;Abrantes;Alvega e Concavada;Não;657;14;1401;140122
2024;1;2024-01;Santarém;Coruche;Coruche, Fajarda e Erra;Sim;2;14;1409;140909
2024;1;2024-01;Santarém;Mação;Mação, Penhascoso e Aboboreira;Não;2728;14;1413;141309
2024;1;2024-01;Santarém;Rio Maior;Outeiro da Cortiçada e Arruda dos Pisões;Não;174;14;1414;141417
2024;1;2024-01;Santarém;Ourém;Gondemaria e Olival;Não;1817;14;1421;142120
2024;1;2024-01;Setúbal;Alcochete;Alcochete;Sim;6;15;1502;150201
2024;1;2024-01;Setúbal;Seixal;Corroios;Não;15044;15;1510;151005
2024;1;2024-01;Setúbal;Setúbal;Azeitão (São Lourenço e São Simão);Não;10991;15;1512;151209
2024;1;2024-01;Viana do Castelo;Arcos de Valdevez;Rio Frio;Não;164;16;1601;160130
2024;1;2024-01;Viana do Castelo;Arcos de Valdevez;Grade e Carralcova;Não;229;16;1601;160156
2024;1;2024-01;Viana do Castelo;Arcos de Valdevez;Vilela, São Cosme e São Damião e Sá;Não;351;16;1601;160164
2024;1;2024-01;Viana do Castelo;Melgaço;Paderne;Não;613;16;1603;160311
2024;1;2024-01;Viana do Castelo;Melgaço;Vila e Roussas;Não;1783;16;1603;160323
2024;1;2024-01;Viana do Castelo;Paredes de Coura;Coura;Não;12;16;1605;160505
2024;1;2024-01;Viana do Castelo;Paredes de Coura;Cossourado e Linhares;Não;304;16;1605;160523
2024;1;2024-01;Viana do Castelo;Viana do Castelo;Afife;Não;1184;16;1609;160901
2024;1;2024-01;Viana do Castelo;Viana do Castelo;Subportela, Deocriste e Portela Susã;Não;70;16;1609;160946
2024;1;2024-01;Viana do Castelo;Viana do Castelo;Santa Maria Maior e Monserrate e Meadela;Sim;7;16;1609;160948
2024;1;2024-01;Vila Real;Boticas;Dornelas;Não;223;17;1702;170210
2024;1;2024-01;Vila Real;Chaves;São Vicente;Não;78;17;1703;170334
2024;1;2024-01;Vila Real;Mondim de Basto;Vilar de Ferreiros;Não;611;17;1705;170508
2024;1;2024-01;Vila Real;Montalegre;Pitões das Junias;Sim;1;17;1706;170623
2024;1;2024-01;Vila Real;Montalegre;Reigoso;Não;3;17;1706;170625
2024;1;2024-01;Vila Real;Murça;Murça;Não;1257;17;1707;170705
2024;1;2024-01;Vila Real;Ribeira de Pena;Alvadia;Não;60;17;1709;170901
2024;1;2024-01;Vila Real;Ribeira de Pena;Cerva e Limões;Não;1112;17;1709;170908
2024;1;2024-01;Vila Real;Sabrosa;Celeirós;Não;133;17;1710;171001
2024;1;2024-01;Vila Real;Sabrosa;Covas do Douro;Não;173;17;1710;171002
2024;1;2024-01;Vila Real;Sabrosa;Parada de Pinhão;Não;67;17;1710;171005
2024;1;2024-01;Vila Real;Sabrosa;São Martinho de Antas e Paradela de Guiães;Não;538;17;1710;171017
2024;1;2024-01;Vila Real;Santa Marta de Penaguião;Medrões;Não;258;17;1711;171106
2024;1;2024-01;Vila Real;Vila Pouca de Aguiar;Alvão;Não;362;17;1713;171319
2024;1;2024-01;Vila Real;Vila Real;Abaças;Não;598;17;1714;171401
2024;1;2024-01;Viseu;Armamar;Folgosa;Não;238;18;1801;180106
2024;1;2024-01;Viseu;Castro daire;Picão e Ermida;Não;148;18;1803;180326
2024;1;2024-01;Viseu;Mangualde;Moimenta de Maceira Dão e Lobelhe do Mato;Não;402;18;1806;180620
2024;1;2024-01;Viseu;Moimenta da Beira;Arcozelos;Não;437;18;1807;180703
2024;1;2024-01;Viseu;Moimenta da Beira;Castelo;Não;116;18;1807;180708
2024;1;2024-01;Viseu;Oliveira de Frades;Oliveira de Frades, Souto de Lafões e Sejães;Não;2183;18;1810;181015
2024;1;2024-01;Viseu;Penalva do Castelo;Ínsua;Sim;2;18;1811;181105
2024;1;2024-01;Viseu;Resende;Anreade e São Romão de Aregos;Não;166;18;1813;181316
2024;1;2024-01;Viseu;São João da Pesqueira;Ervedosa do Douro;Não;688;18;1815;181502
2024;1;2024-01;Viseu;São João da Pesqueira;Paredes da Beira;Não;100;18;1815;181505
2024;1;2024-01;Viseu;São Pedro do Sul;Figueiredo de Alva;Não;465;18;1816;181606
2024;1;2024-01;Viseu;Tabuaço;Adorigo;Não;214;18;1819;181901
2024;1;2024-01;Viseu;Tabuaço;Chavães;Não;240;18;1819;181904
2024;1;2024-01;Viseu;Vila Nova de Paiva;Vila Nova de Paiva, Alhais e Fráguas;Não;1541;18;1822;182208
2024;1;2024-01;Viseu;Viseu;Fragosela;Não;1136;18;1823;182315
2024;2;2024-02;Aveiro;Arouca;Santa Eulália;Não;637;01;0104;010416
2024;2;2024-02;Aveiro;Santa Maria da Feira;Fornos;Sim;1;01;0109;010908
2024;2;2024-02;Aveiro;Santa Maria da Feira;Lourosa;Sim;3;01;0109;010913
2024;2;2024-02;Aveiro;Santa Maria da Feira;Sanguedo;Sim;2;01;0109;010924
2024;2;2024-02;Aveiro;Mealhada;Vacariça;Não;722;01;0111;011107
2024;2;2024-02;Aveiro;Ovar;Válega;Não;2651;01;0115;011507
2024;2;2024-02;Aveiro;Vagos;Ponte de Vagos e Santa Catarina;Sim;1;01;0118;011813
2024;2;2024-02;Beja;Beja;Beringel;Não;708;02;0205;020503
2024;2;2024-02;Beja;Beja;São Matias;Não;318;02;0205;020516
2024;2;2024-02;Beja;Mértola;Espírito Santo;Não;440;02;0209;020903
2024;2;2024-02;Beja;Moura;Póvoa de São Miguel;Não;631;02;0210;021002
2024;2;2024-02;Beja;Odemira;Vila Nova de Milfontes;Sim;1;02;0211;021111
2024;2;2024-02;Beja;Vidigueira;Vidigueira;Não;1744;02;0214;021403
2024;2;2024-02;Braga;Barcelos;Moure;Não;160;03;0302;030252
2024;2;2024-02;Braga;Barcelos;Paradela;Não;113;03;0302;030257
2024;2;2024-02;Braga;Barcelos;Silveiros e Rio Covo (Santa Eulália);Não;135;03;0302;0302FE
2024;2;2024-02;Braga;Braga;Lomar e Arcos;Sim;2;03;0303;030373
2024;2;2024-02;Braga;Cabeceiras de Basto;Cavez;Não;563;03;0304;030407
2024;2;2024-02;Braga;Esposende;Antas;Não;1266;03;0306;030601
2024;2;2024-02;Braga;Esposende;Palmeira de Faro e Curvos;Não;1534;03;0306;030620
2024;2;2024-02;Braga;Terras de Bouro;Chorense e Monte;Não;302;03;0310;031019
2024;2;2024-02;Braga;Vila Nova de Famalicão;Vilarinho das Cambas;Não;671;03;0312;031249
2024;2;2024-02;Braga;Vila Nova de Famalicão;Vila Nova de Famalicão e Calendário;Sim;3;03;0312;031260
2024;2;2024-02;Braga;Vila Verde;Valdreu;Não;185;03;0313;031355
2024;2;2024-02;Bragança;Bragança;Sendas;Não;15;04;0402;040246
2024;2;2024-02;Bragança;Bragança;Castrelos e Carrazedo;Não;154;04;0402;040251
2024;2;2024-02;Bragança;Carrazeda de Ansiães;Carrazeda de Ansiães;Sim;1;04;0403;040304
2024;2;2024-02;Bragança;Carrazeda de Ansiães;Linhares;Não;413;04;0403;040308
2024;2;2024-02;Bragança;Carrazeda de Ansiães;Pinhal do Norte;Não;236;04;0403;040313
2024;2;2024-02;Bragança;Macedo de Cavaleiros;Ferreira;Não;75;04;0405;040514
2024;2;2024-02;Bragança;Macedo de Cavaleiros;Vale de Prados;Não;261;04;0405;040534
2024;2;2024-02;Bragança;Mirandela;Freixeda e Vila Verde;Não;3;04;0407;040742
2024;2;2024-02;Bragança;Mogadouro;Penas Roias;Não;111;04;0408;040812
2024;2;2024-02;Bragança;Vila Flor;Trindade;Não;133;04;0410;041014
2024;2;2024-02;Bragança;Vinhais;Vinhais;Sim;1;04;0412;041235
2024;2;2024-02;Castelo Branco;Castelo Branco;Benquerenças;Não;395;05;0502;050203
2024;2;2024-02;Castelo Branco;Covilhã;Ferro;Não;425;05;0503;050311
2024;2;2024-02;Coimbra;Arganil;Arganil;Sim;1;06;0601;060102
2024;2;2024-02;Coimbra;Arganil;Folques;Não;20;06;0601;060109
2024;2;2024-02;Coimbra;Coimbra;Cernache;Não;987;06;0603;060312
2024;2;2024-02;Coimbra;Coimbra;Taveiro, Ameal e Arzila;Sim;2;06;0603;060340
2024;2;2024-02;Coimbra;Figueira da Foz;Bom Sucesso;Não;524;06;0605;060515
2024;2;2024-02;Coimbra;Miranda do Corvo;Miranda do Corvo;Não;4043;06;0609;060902
2024;2;2024-02;Coimbra;Miranda do Corvo;Semide e Rio Vide;Não;1591;06;0609;060906
2024;2;2024-02;Coimbra;Oliveira do Hospital;Travanca de Lagos;Não;327;06;0611;061119
2024;2;2024-02;Coimbra;Penacova;São Pedro de Alva e São Paio de Mondego;Não;374;06;0613;061314
2024;2;2024-02;Coimbra;Soure;Alfarelos;Não;344;06;0615;061501
2024;2;2024-02;Coimbra;Tábua;Pinheiro de Coja e Meda de Mouros;Não;60;06;0616;061619
2024;2;2024-02;Évora;Montemor-o-Novo;N. S. da Vila, N. S. do Bispo e Silveiras;Não;5594;07;0706;070612
2024;2;2024-02;Évora;Mora;Mora;Não;1107;07;0707;070703
2024;2;2024-02;Évora;Portel;Amieira e Alqueva;Não;105;07;0709;070909
2024;2;2024-02;Évora;Vila Viçosa;Bencatel;Não;727;07;0714;071401
2024;2;2024-02;Faro;Albufeira;Paderne;Sim;1;08;0801;080103
2024;2;2024-02;Faro;Albufeira;Ferreiras;Não;3415;08;0801;080104
2024;2;2024-02;Faro;Castro Marim;Altura;Não;3289;08;0804;080404
2024;2;2024-02;Faro;Loulé;Ameixial;Não;220;08;0808;080803
2024;2;2024-02;Faro;Olhão;Olhão;Sim;11;08;0810;081003
2024;2;2024-02;Faro;Tavira;Luz de Tavira e Santo Estêvão;Não;2109;08;0814;081411
2024;2;2024-02;Faro;Vila Real de Santo António;Vila Real de Santo António;Não;6999;08;0816;081602
2024;2;2024-02;Guarda;Almeida;Freineda;Não;102;09;0902;090209
2024;2;2024-02;Guarda;Almeida;Castelo Mendo, Ade, Monteperobolso e Mesquitela;Não;380;09;0902;090232
2024;2;2024-02;Guarda;Celorico da Beira;Carrapichana;Não;183;09;0903;090304
2024;2;2024-02;Guarda;Guarda;Arrifana;Não;349;09;0907;090706
2024;2;2024-02;Guarda;Guarda;João Antão;Não;16;09;0907;090722
2024;2;2024-02;Guarda;Guarda;Vila Garcia;Não;105;09;0907;090753
2024;2;2024-02;Guarda;Manteigas;Manteigas (São Pedro);Não;712;09;0908;090803
2024;2;2024-02;Guarda;Pinhel;Valbom/Bogalhal;Não;206;09;0910;091031
2024;2;2024-02;Guarda;Pinhel;Vale do Côa;Não;248;09;0910;091033
2024;2;2024-02;Guarda;Sabugal;Aldeia do Bispo;Não;311;09;0911;091102
2024;2;2024-02;Guarda;Seia;Santa Marinha e São Martinho;Não;757;09;0912;091232
2024;2;2024-02;Leiria;Alvaiázere;Alvaiázere;Não;1456;10;1002;100208
2024;2;2024-02;Leiria;Bombarral;Bombarral e Vale Covo;Sim;3;10;1005;100506
2024;2;2024-02;Leiria;Caldas da Rainha;Alvorninha;Não;804;10;1006;100602
2024;2;2024-02;Leiria;Caldas da Rainha;Tornada e Salir do Porto;Não;2989;10;1006;100619
2024;2;2024-02;Leiria;Leiria;Souto da Carpalhosa e Ortigosa;Não;2905;10;1009;100940
2024;2;2024-02;Leiria;Óbidos;Santa Maria, São Pedro e Sobral da Lagoa;Sim;2;10;1012;101210
2024;2;2024-02;Leiria;Porto de Mós;Porto de Mós - São João Baptista e São Pedro;Não;3786;10;1016;101614
2024;2;2024-02;Lisboa;Alenquer;Alenquer (Santo Estêvão e Triana);Não;6048;11;1101;110119
2024;2;2024-02;Lisboa;Cadaval;Painho e Figueiros;Não;1177;11;1104;110413
2024;2;2024-02;Lisboa;Loures;Santa Iria de Azoia, São João da Talha e Bobadela;Não;18773;11;1107;110728
2024;2;2024-02;Lisboa;Lourinhã;Reguengo Grande;Não;908;11;1108;110805
2024;2;2024-02;Lisboa;Lourinhã;Santa Bárbara;Não;1046;11;1108;110806
2024;2;2024-02;Lisboa;Mafra;Azueira e Sobral da Abelheira;Não;745;11;1109;110918
2024;2;2024-02;Lisboa;Mafra;Enxara do Bispo, Gradil e Vila Franca do Rosário;Não;551;11;1109;110919
2024;2;2024-02;Lisboa;Oeiras;Oeiras e S. Julião da Barra, Paço de Arcos e Caxias;Não;26759;11;1110;111014
2024;2;2024-02;Lisboa;Torres Vedras;Carvoeira e Carmões;Sim;1;11;1113;111323
2024;2;2024-02;Lisboa;Torres Vedras;Dois Portos e Runa;Não;1401;11;1113;111324
2024;2;2024-02;Lisboa;Torres Vedras;Santa Maria, São Pedro e Matacães;Não;13730;11;1113;111326
2024;2;2024-02;Portalegre;Arronches;Esperança;Não;238;12;1202;120202
2024;2;2024-02;Portalegre;Castelo de Vide;Santa Maria da Devesa;Sim;1;12;1205;120502
2024;2;2024-02;Portalegre;Fronteira;Fronteira;Não;1215;12;1208;120802
2024;2;2024-02;Portalegre;Marvão;Santa Maria de Marvão;Não;364;12;1210;121002
2024;2;2024-02;Portalegre;Nisa;Espírito Santo, Nossa Senhora da Graça e São Simão;Sim;1;12;1212;121212
2024;2;2024-02;Portalegre;Ponte de Sor;Ponte de Sor, Tramaga e Vale de Açor;Não;5785;12;1213;121308
2024;2;2024-02;Portalegre;Portalegre;Alegrete;Não;909;12;1214;121402
2024;2;2024-02;Porto;Felgueiras;Idães;Não;278;13;1303;130306
2024;2;2024-02;Porto;Felgueiras;Pinheiro;Não;97;13;1303;130314
2024;2;2024-02;Porto;Felgueiras;Vila Fria e Vizela (São Jorge);Não;59;13;1303;130340
2024;2;2024-02;Porto;Lousada;Lustosa e Barrosas (Santo Estêvão);Sim;1;13;1305;130530
2024;2;2024-02;Porto;Marco de Canaveses;Marco;Não;6190;13;1307;130736
2024;2;2024-02;Porto;Matosinhos;São Mamede de Infesta e Senhora da Hora;Não;13592;13;1308;130814
2024;2;2024-02;Porto;Paredes;Sobrosa;Não;854;13;1310;131021
2024;2;2024-02;Porto;Póvoa de Varzim;Estela;Não;1092;13;1313;131307
2024;2;2024-02;Porto;Vila do Conde;Labruge;Não;1603;13;1316;131613
2024;2;2024-02;Porto;Vila do Conde;Macieira da Maia;Não;287;13;1316;131614
2024;2;2024-02;Porto;Vila Nova de Gaia;Pedroso e Seixezelo;Não;5023;13;1317;131728
2024;2;2024-02;Porto;Vila Nova de Gaia;Santa Marinha e São Pedro da Afurada;Não;19305;13;1317;131730
2024;2;2024-02;Porto;Trofa;Alvarelhos e Guidões;Não;1613;13;1318;131809
2024;2;2024-02;Santarém;Ferreira do Zêzere;Beco;Não;673;14;1411;141103
2024;2;2024-02;Santarém;Rio Maior;Marmeleira e Assentiz;Não;148;14;1414;141416
2024;2;2024-02;Santarém;Santarém;São Vicente do Paul e Vale de Figueira;Não;569;14;1416;141634
2024;2;2024-02;Santarém;Sardoal;Alcaravela;Não;380;14;1417;141701
2024;2;2024-02;Santarém;Tomar;Casais e Alviobeira;Não;648;14;1418;141818
2024;2;2024-02;Setúbal;Alcácer do Sal;Torrão;Não;1401;15;1501;150104
2024;2;2024-02;Setúbal;Alcochete;São Francisco;Sim;2;15;1502;150203
2024;2;2024-02;Setúbal;Santiago do Cacém;Cercal;Sim;1;15;1509;150903
2024;2;2024-02;Setúbal;Santiago do Cacém;Santo André;Sim;2;15;1509;150907
2024;2;2024-02;Viana do Castelo;Arcos de Valdevez;Gondoriz;Não;592;16;1601;160115
2024;2;2024-02;Viana do Castelo;Arcos de Valdevez;Sabadim;Não;259;16;1601;160133
2024;2;2024-02;Viana do Castelo;Melgaço;Cousso;Não;36;16;1603;160304
2024;2;2024-02;Viana do Castelo;Monção;Cambeses;Não;343;16;1604;160407
2024;2;2024-02;Viana do Castelo;Monção;Riba de Mouro;Não;724;16;1604;160424
2024;2;2024-02;Viana do Castelo;Monção;Monção e Troviscoso;Não;2366;16;1604;160438
2024;2;2024-02;Viana do Castelo;Paredes de Coura;Vascões;Não;2;16;1605;160521
2024;2;2024-02;Viana do Castelo;Ponte da Barca;Cuide de Vila Verde;Não;54;16;1606;160606
2024;2;2024-02;Viana do Castelo;Ponte de Lima;São Pedro d'Arcos;Não;361;16;1607;160703
2024;2;2024-02;Viana do Castelo;Valença;São Julião e Silva;Não;173;16;1608;160819
2024;2;2024-02;Viana do Castelo;Viana do Castelo;Barroselas e Carvoeiro;Não;1371;16;1609;160941
2024;2;2024-02;Viana do Castelo;Vila Nova de Cerveira;Candemil e Gondar;Não;259;16;1610;161017
2024;2;2024-02;Vila Real;Alijó;Alijó;Sim;1;17;1701;170101
2024;2;2024-02;Vila Real;Alijó;Vila Chã;Não;63;17;1701;170116
2024;2;2024-02;Vila Real;Boticas;Pinho;Não;308;17;1702;170213
2024;2;2024-02;Vila Real;Chaves;Vilela do Tâmega;Não;118;17;1703;170349
2024;2;2024-02;Vila Real;Chaves;Eiras, São Julião de Montenegro e Cela;Não;199;17;1703;170355
2024;2;2024-02;Vila Real;Montalegre;Vila da Ponte;Não;6;17;1706;170635
2024;2;2024-02;Vila Real;Murça;Valongo de Milhais;Não;237;17;1707;170708
2024;2;2024-02;Vila Real;Peso da Régua;Peso da Régua e Godim;Sim;2;17;1708;170815
2024;2;2024-02;Vila Real;Valpaços;Santa Valha;Não;195;17;1712;171220
2024;2;2024-02;Vila Real;Vila Pouca de Aguiar;Bragado;Não;163;17;1713;171304
2024;2;2024-02;Vila Real;Vila Pouca de Aguiar;Vila Pouca de Aguiar;Sim;1;17;1713;171314
2024;2;2024-02;Vila Real;Vila Real;Borbela e Lamas de Olo;Não;1238;17;1714;171432
2024;2;2024-02;Viseu;Moimenta da Beira;Sever;Não;166;18;1807;180719
2024;2;2024-02;Viseu;Mortágua;Pala;Não;516;18;1808;180807
2024;2;2024-02;Viseu;Penalva do Castelo;Pindo;Não;1009;18;1811;181109
2024;2;2024-02;Viseu;Penalva do Castelo;Vila Cova do Covelo/Mareco;Não;288;18;1811;181115
2024;2;2024-02;Viseu;Tabuaço;Valença do Douro;Não;218;18;1819;181917
2024;2;2024-02;Viseu;Tondela;São João do Monte e Mosteirinho;Não;132;18;1821;182130
2024;2;2024-02;Viseu;Vila Nova de Paiva;Queiriga;Não;645;18;1822;182204
2024;2;2024-02;Viseu;Viseu;Ranhados;Não;3053;18;1823;182321
2024;2;2024-02;Viseu;Vouzela;Campia;Não;825;18;1824;182403
2024;2;2024-02;Viseu;Vouzela;Ventosa;Não;165;18;1824;182411
2024;3;2024-03;Aveiro;Arouca;Moldes;Não;258;01;0104;010414
2024;3;2024-03;Aveiro;Arouca;Canelas e Espiunca;Sim;1;01;0104;010423
2024;3;2024-03;Aveiro;Aveiro;Glória e Vera Cruz;Não;14715;01;0105;010517
2024;3;2024-03;Aveiro;Espinho;Espinho;Não;7198;01;0107;010702
2024;3;2024-03;Aveiro;Santa Maria da Feira;Lourosa;Sim;3;01;0109;010913
2024;3;2024-03;Aveiro;Sever do Vouga;Cedrim e Paradela;Não;847;01;0117;011710
2024;3;2024-03;Aveiro;Vagos;Sosa;Não;1310;01;0118;011807
2024;3;2024-03;Aveiro;Vagos;Ponte de Vagos e Santa Catarina;Sim;1;01;0118;011813
2024;3;2024-03;Aveiro;Vale de Cambra;Vila Chã, Codal e Vila Cova de Perrinho;Não;2500;01;0119;011910
2024;3;2024-03;Beja;Alvito;Alvito;Não;786;02;0203;020301
2024;3;2024-03;Beja;Castro Verde;Castro Verde e Casével;Não;3016;02;0206;020606
2024;3;2024-03;Beja;Ourique;Santana da Serra;Não;345;02;0212;021206
2024;3;2024-03;Braga;Amares;Bico;Não;387;03;0301;030104
2024;3;2024-03;Braga;Amares;Carrazedo;Não;371;03;0301;030107
2024;3;2024-03;Braga;Amares;Rendufe;Não;508;03;0301;030118
2024;3;2024-03;Braga;Barcelos;Carapeços;Não;724;03;0302;030218
2024;3;2024-03;Braga;Braga;Escudeiros e Penso (Santo Estêvão e São Vicente);Não;331;03;0303;030369
2024;3;2024-03;Braga;Braga;Real, Dume e Semelhe;Não;5785;03;0303;030379
2024;3;2024-03;Braga;Braga;Vilaça e Fradelos;Sim;1;03;0303;030381
2024;3;2024-03;Braga;Esposende;Forjães;Não;1347;03;0306;030608
2024;3;2024-03;Braga;Fafe;Armil;Não;234;03;0307;030705
2024;3;2024-03;Braga;Fafe;Arões (Santa Cristina);Não;655;03;0307;030726
2024;3;2024-03;Braga;Fafe;Vinhós;Não;33;03;0307;030736
2024;3;2024-03;Braga;Guimarães;Candoso (São Martinho);Não;551;03;0308;030857
2024;3;2024-03;Braga;Vieira do Minho;Tabuaças;Não;485;03;0311;031118
2024;3;2024-03;Braga;Vieira do Minho;Vieira do Minho;Sim;2;03;0311;031120
2024;3;2024-03;Braga;Vila Nova de Famalicão;Avidos e Lagoa;Não;724;03;0312;031252
2024;3;2024-03;Braga;Vila Verde;Lage;Não;1261;03;0313;031323
2024;3;2024-03;Braga;Vila Verde;Loureira;Não;431;03;0313;031325
2024;3;2024-03;Bragança;Bragança;Mós;Não;61;04;0402;040224
2024;3;2024-03;Bragança;Bragança;Rebordãos;Não;196;04;0402;040236
2024;3;2024-03;Bragança;Bragança;Sé, Santa Maria e Meixedo;Sim;3;04;0402;040257
2024;3;2024-03;Bragança;Macedo de Cavaleiros;Espadanedo, Edroso, Murçós e Soutelo Mourisco;Não;122;04;0405;040542
2024;3;2024-03;Bragança;Miranda do douro;Picote;Não;254;04;0406;040611
2024;3;2024-03;Bragança;Mirandela;Abambres;Não;227;04;0407;040701
2024;3;2024-03;Bragança;Mirandela;Cobro;Não;112;04;0407;040713
2024;3;2024-03;Bragança;Mogadouro;Penas Roias;Não;143;04;0408;040812
2024;3;2024-03;Bragança;Mogadouro;Urrós;Não;196;04;0408;040821
